name.forbes-billionaires,lastName.forbes-billionaires,uri.forbes-billionaires,imageUri.forbes-billionaires,worthChange.forbes-billionaires,age.forbes-billionaires,source.forbes-billionaires,industry.forbes-billionaires,gender.forbes-billionaires,country.forbes-billionaires,timestamp.forbes-billionaires,realTimeWorth.forbes-billionaires,realTimeRank.forbes-billionaires,realTimePosition.forbes-billionaires,position.forbes-china-billionaires,rank.forbes-china-billionaires,name.forbes-china-billionaires,lastName.forbes-china-billionaires,uri.forbes-china-billionaires,imageUri.forbes-china-billionaires,worth.forbes-china-billionaires,age.forbes-china-billionaires,source.forbes-china-billionaires,industry.forbes-china-billionaires,gender.forbes-china-billionaires,Cosine
Zhang Keqiang,Zhang,zhang-keqiang,zhang-keqiang,18.713,57,real estate,Real Estate,M,China,1516704901086,1305.604,1765,1765,328,324,Zhang Zhangsun,Zhang,zhang-zhangsun,zhang-zhangsun,1220,61,real estate,Real Estate,M,49
Zhang Keqiang,Zhang,zhang-keqiang,zhang-keqiang,18.713,57,real estate,Real Estate,M,China,1516704901086,1305.604,1765,1765,369,362,Zhang Zhirong,Zhang,zhang-zhirong,zhang-zhirong,1150,49,"real estate shipbuilding",Diversified,M,49
Zhang Keqiang,Zhang,zhang-keqiang,zhang-keqiang,18.713,57,real estate,Real Estate,M,China,1516704901086,1305.604,1765,1765,400,395,Zhang Xinghai,Zhang,zhang-xinghai,no-pic,1070,55,machinery,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589f2afaa7ea431f32194780/416x416.jpg?background=000000&cropX1=6&cropX2=736&cropY1=50&cropY2=780,49
Wang Jianlin,Wang,wang-jianlin,wang-jianlin,3.791,63,real estate,Real Estate,M,China,1516704901086,25503.784,37,37,4,4,Wang Jianlin,Wang,wang-jianlin,wang-jianlin,25200,63,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/5a0b1e1331358e542c053e6a/416x416.jpg?background=000000&cropX1=1473&cropX2=5308&cropY1=8&cropY2=3840,99
Li Ka-shing,Li,li-ka-shing,li-ka-shing,444.891,89,diversified,Diversified,M,Hong Kong,1516704901086,37099.515,23,23,107,106,Li Li,Li,li-li-2,li-li-2,2600,53,pharmaceuticals,Healthcare,M,70
Jack Ma,Ma,jack-ma,jack-ma,45.951,53,e-commerce,Technology,M,China,1516704901086,39665.126,21,21,3,3,Jack Ma,Ma,jack-ma,jack-ma,38600,53,e-commerce,Technology,M,//specials-images.forbesimg.com/imageserve/5a0b1dbf4bbe6f6cadc8775a/416x416.jpg?background=000000&cropX1=746&cropX2=3724&cropY1=0&cropY2=2976,99
Ma Huateng,Ma,ma-huateng,ma-huateng,2345.077,46,internet media,Technology,M,China,1516704901086,52463.895,11,11,2,2,Ma Huateng,Ma,ma-huateng,ma-huateng,39000,46,internet media,Technology,M,//specials-images.forbesimg.com/imageserve/5a0b1c5f4bbe6f6cadc87723/416x416.jpg?background=000000&cropX1=4&cropX2=1995&cropY1=266&cropY2=2259,99
Lee Shau Kee,Lee,lee-shau-kee,lee-shau-kee,185.465,89,real estate,Real Estate,M,Hong Kong,1516704901086,31695.354,27,27,340,339,Lee Yin Yee,Lee,lee-yin-yee,no-pic,1190,66,Glass,Manufacturing,M,33
Prince Alwaleed Bin Talal Alsaud,Alsaud,prince-alwaleed-bin-talal-alsaud,prince-alwaleed-bin-talal-alsaud,-21.498,62,investments,Finance and Investments,M,Saudi Arabia,1516704901086,17213.538,81,81,48,48,Jiang Bin,Jiang,jiang-bin,jiang-bin,4700,51,acoustic components,Technology,M,http://specials-images.forbesimg.com/imageserve/33882d7aaf458263cb07411d98863327/416x416.jpg?background=000000&cropX1=151&cropX2=644&cropY1=37&cropY2=530,31
William Ding,Ding,william-ding,william-ding,346.528,46,online games,Technology,M,China,1516704901086,19702.32,65,65,9,9,William Ding,Ding,william-ding,william-ding,16900,46,online games,Technology,M,//specials-images.forbesimg.com/imageserve/5a05ee844bbe6f37dda228e8/416x416.jpg?background=000000&cropX1=660&cropX2=3091&cropY1=12&cropY2=2441,99
Wang Wei,Wang,wang-wei,wang-wei,338.377,48,package delivery,Service,M,China,1516704901086,20233.087,60,60,5,5,Wang Wei,Wang,wang-wei,wang-wei,22300,48,package delivery,Service,M,//specials-images.forbesimg.com/imageserve/5a0b1e5a31358e542c053e81/416x416.jpg?background=000000&cropX1=0&cropX2=1996&cropY1=4&cropY2=2001,99
Hinduja family,Hinduja,hinduja,hinduja,123.997,empty,diversified,Diversified,M,United Kingdom,1516704901086,19671.727,67,67,396,395,Li Weiguo family,Li,li-weiguo,no-pic,1070,53,construction materials,Manufacturing,M,40
David & Simon Reuben,Reuben,david-simon-reuben,david-simon-reuben,0,75,"investments real estate",Real Estate,M,United Kingdom,1516704901086,20314.934,58,58,96,94,Simon Xie,Xie,simon-xie,simon-xie,3000,48,online payment service,Technology,M,http://specials-images.forbesimg.com/imageserve/eb0f2e7c5736b370425f7365da5bacad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=102&cropY2=846,35
Lee Kun-Hee,Lee,lee-kun-hee,lee-kun-hee,-47.975,76,Samsung,Diversified,M,South Korea,1516704901086,20755.717,55,55,340,339,Lee Yin Yee,Lee,lee-yin-yee,no-pic,1190,66,Glass,Manufacturing,M,40
Thomas & Raymond Kwok,Kwok,thomas-raymond-kwok,thomas-raymond-kwok,125.671,empty,real estate,Real Estate,M,Hong Kong,1516704901086,17782.312,77,77,353,352,Hon Kwok Lung,Hon,hon-kwok-lung,no-pic,1160,62,real estate,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f62a0a7ea431f32194ba1/416x416.jpg?background=000000&cropX1=56&cropX2=742&cropY1=111&cropY2=797,28
Wang Wenyin,Wang,wang-wenyin,wang-wenyin,0,50,"mining copper products",Metals & Mining,M,China,1516704901086,13034.241,125,125,11,11,Wang Wenyin,Wang,wang-wenyin,wang-wenyin,13500,50,"mining copper products",Metals & Mining,M,//specials-images.forbesimg.com/imageserve/e94afbcadb087101242c43af4ece6485/416x416.jpg?background=000000&cropX1=124&cropX2=602&cropY1=6&cropY2=485,99
Robin Li,Li,robin-li,robin-li,-90.73,49,internet search,Technology,M,China,1516704901086,14171.442,112,112,107,106,Li Li,Li,li-li-2,li-li-2,2600,53,pharmaceuticals,Healthcare,M,70
He Xiangjian,He,he-xiangjian,he-xiangjian,1253.998,75,home appliances,Manufacturing,M,China,1516704901086,23022.623,44,44,7,7,He Xiangjian,He,he-xiangjian,he-xiangjian,18700,75,home appliances,Manufacturing,M,//specials-images.forbesimg.com/imageserve/5a0b1ea8a7ea436b47b558e1/416x416.jpg?background=000000&cropX1=4&cropX2=2000&cropY1=609&cropY2=2606,99
Lui Che Woo,Lui,lui-che-woo,lui-che-woo,909.924,88,casinos,Gambling & Casinos,M,Hong Kong,1516704901086,21288.539,51,51,51,51,Che Jianxing,Che,che-jianxing,che-jianxing,4300,51,furniture retailing,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589ce0f74bbe6f0e55866685/416x416.jpg?background=000000&cropX1=85&cropX2=744&cropY1=79&cropY2=738,40
Lui Che Woo,Lui,lui-che-woo,lui-che-woo,909.924,88,casinos,Gambling & Casinos,M,Hong Kong,1516704901086,21288.539,51,51,232,232,Che Fengsheng,Che,che-fengsheng,che-fengsheng,1570,55,pharmaceuticals,Healthcare,M,40
Hui Ka Yan,Hui,hui-ka-yan,hui-ka-yan,1689.744,59,real estate,Real Estate,M,China,1516704901086,40809.649,20,20,1,1,Hui Ka Yan,Hui,hui-ka-yan,hui-ka-yan,42500,59,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/5a0b1beb4bbe6f6cadc8770a/416x416.jpg?background=000000&cropX1=1331&cropX2=3982&cropY1=0&cropY2=2649,100
Yang Huiyan,Yang,yang-huiyan,yang-huiyan,-18.4,36,real estate,Real Estate,F,China,1516704901086,28069.729,34,34,6,6,Yang Huiyan,Yang,yang-huiyan,yang-huiyan,20700,36,real estate,Real Estate,F,//specials-images.forbesimg.com/imageserve/5a0b1b83a7ea436b47b558ba/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=3&cropY2=602,99
Yao Zhenhua,Yao,yao-zhenhua,yao-zhenhua,225.471,47,conglomerate,Diversified,M,China,1516704901086,10477.104,155,155,21,21,Yao Zhenhua,Yao,yao-zhenhua,yao-zhenhua,8200,47,conglomerate,Diversified,M,//specials-images.forbesimg.com/imageserve/5a05f1ffa7ea436b47b53301/416x416.jpg?background=000000&cropX1=687&cropX2=2229&cropY1=154&cropY2=1695,99
Zhang Zhidong,Zhang,zhang-zhidong,zhang-zhidong,830.562,46,internet media,Technology,M,China,1516704901086,18123.11,72,72,12,12,Zhang Zhidong,Zhang,zhang-zhidong,zhang-zhidong,13400,46,internet media,Technology,M,http://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=73&cropY2=817,99
Liu Qiangdong,Liu,liu-qiangdong,liu-qiangdong,-189.354,43,e-commerce,Technology,M,China,1516704901086,11408.529,143,143,18,18,Liu Qiangdong,Liu,liu-qiangdong,liu-qiangdong,9400,43,e-commerce,Technology,M,//specials-images.forbesimg.com/imageserve/5a05f122a7ea436b47b532de/416x416.jpg?background=000000&cropX1=269&cropX2=2788&cropY1=5&cropY2=2523,99
Zhou Qunfei,Zhou,zhou-qunfei,zhou-qunfei,-192.575,48,smartphone screens,Technology,F,Hong Kong,1516704901086,8656.718,203,203,13,13,Zhou Qunfei,Zhou,zhou-qunfei,zhou-qunfei,10600,48,smartphone screens,Technology,F,//specials-images.forbesimg.com/imageserve/561f080ce4b0ffa7afe5df56/416x416.jpg?background=000000&cropX1=108&cropX2=647&cropY1=82&cropY2=622,99
Walter Kwok,Kwok,walter-kwok,walter-kwok,70.848,67,real estate,Real Estate,M,Hong Kong,1516704901086,8691.638,201,201,353,352,Hon Kwok Lung,Hon,hon-kwok-lung,no-pic,1160,62,real estate,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f62a0a7ea431f32194ba1/416x416.jpg?background=000000&cropX1=56&cropX2=742&cropY1=111&cropY2=797,40
Zong Qinghou,Zong,zong-qinghou,zong-qinghou,0,72,beverages,Food and Beverage,M,China,1516704901086,9405.39,182,182,20,20,Zong Qinghou,Zong,zong-qinghou,zong-qinghou,9100,72,beverages,Food and Beverage,M,//specials-images.forbesimg.com/imageserve/5a05f1a631358e542c0518f7/416x416.jpg?background=000000&cropX1=348&cropX2=2062&cropY1=4&cropY2=1717,99
Lei Jun,Lei,lei-jun,lei-jun,11.126,48,smartphones,Technology,M,China,1516704901086,7051.796,260,260,25,25,Lei Jun,Lei,lei-jun,lei-jun,6800,48,smartphones,Technology,M,//specials-images.forbesimg.com/imageserve/5a05f42931358e542c05191d/416x416.jpg?background=000000&cropX1=1245&cropX2=4162&cropY1=349&cropY2=3264,99
Quek Leng Chan,Quek,quek-leng-chan,quek-leng-chan,0,76,"banking property",Diversified,M,Malaysia,1516704901086,7689.523,226,226,36,36,Chan Laiwa,Chan,chan-laiwa,chan-laiwa,5650,77,real estate,Real Estate,F,40
Li Shufu,Li,li-shufu,li-shufu,556.324,54,automobiles,Automotive,M,China,1516704901086,17768.37,78,78,107,106,Li Li,Li,li-li-2,li-li-2,2600,53,pharmaceuticals,Healthcare,M,70
Zhang Shiping,Zhang,zhang-shiping,zhang-shiping,376.366,70,aluminum products,Metals & Mining,M,China,1516704901086,7224.255,248,248,47,47,Zhang Shiping,Zhang,zhang-shiping,zhang-shiping,4800,70,aluminum products,Metals & Mining,M,99
Liu Yongxing,Liu,liu-yongxing,liu-yongxing,0,69,agribusiness,Service,M,China,1516704901086,6636.477,281,281,28,28,Liu Yongxing,Liu,liu-yongxing,liu-yongxing,6400,69,agribusiness,Service,M,//specials-images.forbesimg.com/imageserve/5a05f5144bbe6f37dda229ca/416x416.jpg?background=000000&cropX1=358&cropX2=3209&cropY1=6&cropY2=2855,99
Xu Shihui,Xu,xu-shihui,xu-shihui,-59.554,60,"snacks beverages",Food and Beverage,M,China,1516704901086,11955.565,142,142,17,17,Xu Shihui,Xu,xu-shihui,xu-shihui,9500,60,"snacks beverages",Food and Beverage,M,//specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropX1=9&cropX2=4009&cropY1=480&cropY2=4484,99
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,54,54,Liang Wengen,Liang,liang-wengen,liang-wengen,4200,61,construction equipment,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589d1f1131358e1a35ab0b49/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,40
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,66,66,Liang Xinjun,Liang,liang-xinjun,liang-xinjun,3800,50,conglomerate,Diversified,M,//specials-images.forbesimg.com/imageserve/5a05fd2a31358e542c051a24/416x416.jpg?background=000000&cropX1=0&cropX2=2667&cropY1=314&cropY2=2983,40
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,155,152,Ye Cheng,Ye,ye-cheng,no-pic,2030,56,conglomerate,Diversified,M,40
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,159,159,Cheng Xue,Cheng,cheng-xue,no-pic-female,1960,47,soy sauce,Food and Beverage,F,40
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,209,209,Liang Yunchao,Liang,liang-yunchao,liang-yunchao,1680,49,nutrition supplements,Food and Beverage,M,40
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,233,232,Cheng Xianfeng,Cheng,cheng-xianfeng,no-pic,1570,49,pharmaceuticals,Healthcare,M,40
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,303,303,Liang Guangwei,Liang,liang-guangwei,no-pic,1300,54,conglomerate,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589d1031a7ea431f3219298f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=201&cropY2=945,40
Goh Cheng Liang,Goh,goh-cheng-liang,goh-cheng-liang,91.765,90,paints,Manufacturing,M,Singapore,1516704901086,7291.63,242,242,333,333,Cheng Wei,Cheng,cheng-wei,cheng-wei,1200,35,ride-hailing service,Service,M,//specials-images.forbesimg.com/imageserve/59162c8931358e03e5590c24/416x416.jpg?background=000000&cropX1=1046&cropX2=3177&cropY1=126&cropY2=2256,40
Guo Guangchang,Guo,guo-guangchang,guo-guangchang,615.185,50,conglomerate,Diversified,M,China,1516704901086,10307.058,159,159,16,16,Guo Guangchang,Guo,guo-guangchang,guo-guangchang,10000,50,conglomerate,Diversified,M,//specials-images.forbesimg.com/imageserve/5a0b210f4bbe6f6cadc877d7/416x416.jpg?background=000000&cropX1=903&cropX2=3572&cropY1=0&cropY2=2667,99
Tsai Eng-Meng,Tsai,tsai-eng-meng,tsai-eng-meng,227.972,61,"food beverages",Food and Beverage,M,Taiwan,1516704901086,7608.993,229,229,99,98,Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,2800,66,real estate,Real Estate,M,40
Jay Y. Lee,Lee,jay-y-lee,jay-y-lee,-21.405,49,Samsung,Diversified,M,South Korea,1516704901086,8112.935,214,214,340,339,Lee Yin Yee,Lee,lee-yin-yee,no-pic,1190,66,Glass,Manufacturing,M,33
Pan Zhengmin,Pan,pan-zhengmin,pan-zhengmin,69.687,48,electronics,Technology,M,China,1516704901086,9203.282,186,186,19,19,Pan Zhengmin,Pan,pan-zhengmin,pan-zhengmin,9300,48,electronics,Technology,M,//specials-images.forbesimg.com/imageserve/58dbb68531358e58f079d9b2/416x416.jpg?background=000000&cropX1=51&cropX2=956&cropY1=3&cropY2=908,99
Xu Chuanhua,Xu,xu-chuanhua,no-pic,-63.977,83,"chemicals logistics",Manufacturing,M,China,1516704901086,5781.411,338,338,43,43,Xu Chuanhua,Xu,xu-chuanhua,no-pic,5100,83,"chemicals logistics",Manufacturing,M,99
Wei Jianjun,Wei,wei-jianjun,wei-jianjun,154.963,53,automobiles,Automotive,M,China,1516704901086,6452.567,290,290,30,30,Wei Jianjun,Wei,wei-jianjun,wei-jianjun,6200,53,automobiles,Automotive,M,//specials-images.forbesimg.com/imageserve/5a05f5ca31358e542c05195b/416x416.jpg?background=000000&cropX1=880&cropX2=3651&cropY1=0&cropY2=2769,99
Gong Hongjia,Gong,gong-hongjia,gong-hongjia,488.24,53,investments,Finance and Investments,M,Hong Kong,1516704901086,12298.925,137,137,15,15,Gong Hongjia,Gong,gong-hongjia,gong-hongjia,10300,53,investments,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a0b202f31358e542c053ebc/416x416.jpg?background=000000&cropX1=15&cropX2=3456&cropY1=333&cropY2=3777,99
Joseph Tsai,Tsai,joseph-tsai,joseph-tsai,-1.46,54,e-commerce,Technology,M,Canada,1516704901086,10050.63,166,166,99,98,Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,2800,66,real estate,Real Estate,M,40
Lu Guanqiu,Lu,lu-guanqiu,lu-guanqiu,empty,73,conglomerate,Diversified,M,China,1509044310217,41,41,Lu Zhiqiang,Lu,lu-zhiqiang,lu-zhiqiang,5200,65,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/5a05f8874bbe6f37dda22a2c/416x416.jpg?background=000000&cropX1=171&cropX2=2970&cropY1=65&cropY2=2863,49
Lu Guanqiu,Lu,lu-guanqiu,lu-guanqiu,empty,73,conglomerate,Diversified,M,China,1509044310217,76,76,Lu Xiangyang,Lu,lu-xiangyang,lu-xiangyang,3500,55,"automobiles batteries",Automotive,M,49
Lu Guanqiu,Lu,lu-guanqiu,lu-guanqiu,empty,73,conglomerate,Diversified,M,China,1509044310217,313,311,Lu Di,Lu,lu-di,no-pic,1280,empty,drones,Technology,M,49
Lu Guanqiu,Lu,lu-guanqiu,lu-guanqiu,empty,73,conglomerate,Diversified,M,China,1509044310217,321,320,Lu Renjun,Lu,lu-renjun,no-pic,1240,67,empty,Manufacturing,M,49
Lu Guanqiu,Lu,lu-guanqiu,lu-guanqiu,empty,73,conglomerate,Diversified,M,China,1509044310217,385,383,Lu Jonathan,Lu,lu-jonathan,no-pic,1100,49,Alibaba,Technology,M,//specials-images.forbesimg.com/imageserve/589d082331358e1a35ab0aac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=227&cropY2=971,49
Lu Guanqiu,Lu,lu-guanqiu,lu-guanqiu,empty,73,conglomerate,Diversified,M,China,1509044310217,386,383,Lu Yonghua,Lu,lu-yonghua,lu-yonghua,1100,54,electronics,Technology,M,49
Yan Zhi,Yan,yan-zhi,yan-zhi,64,45,real estate,Real Estate,M,China,1516704901086,9763.224,174,174,26,26,Yan Zhi,Yan,yan-zhi,yan-zhi,6700,45,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/5a05f4aa4bbe6f37dda229b3/416x416.jpg?background=000000&cropX1=1046&cropX2=3661&cropY1=0&cropY2=2613,99
Chan Laiwa,Chan,chan-laiwa,chan-laiwa,0,77,real estate,Real Estate,F,China,1516704901086,6676.031,279,279,36,36,Chan Laiwa,Chan,chan-laiwa,chan-laiwa,5650,77,real estate,Real Estate,F,99
Frank Lowy,Lowy,frank-lowy,frank-lowy,-3.464,87,shopping malls,Real Estate,M,Australia,1516704901086,6059.974,320,320,88,87,Frank Wang,Wang,frank-wang,frank-wang,3200,37,drones,Technology,M,http://specials-images.forbesimg.com/imageserve/57a3950331358e4fd70bee4d/416x416.jpg?background=000000&cropX1=50&cropX2=631&cropY1=35&cropY2=617,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,32,32,Lin Xiucheng,Lin,lin-xiucheng,lin-xiucheng,5740,62,electronics,Technology,M,http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,114,114,Lin Zhong,Lin,lin-zhong,no-pic,2520,49,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2201a7ea431f321929d4/416x416.jpg?background=000000&cropX1=159&cropX2=602&cropY1=89&cropY2=532,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,142,142,Lin Li,Lin,lin-li,no-pic,2170,54,investments,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/58c338ac4bbe6f0e55885d28/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,181,181,Lin Jianhua,Lin,lin-jianhua,lin-jianhua,1810,55,solar panel components,Manufacturing,M,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,270,269,Lin Dingqiang,Lin,lin-dingqiang,no-pic,1420,51,real estate,Real Estate,M,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,320,320,Lin Fanlian,Lin,lin-fanlian,no-pic,1240,56,gas,Energy,M,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,334,333,Lin Yi,Lin,lin-yi,no-pic,1200,empty,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2183a7ea431f321929d0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=209&cropY2=953,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,355,352,Lin Tianfu,Lin,lin-tianfu,lin-tianfu,1160,55,"footwear apparel",Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f68b1a7ea431f32194be2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,384,383,Lin Zhixiong,Lin,lin-zhixiong,no-pic,1100,44,medical devices,Healthcare,M,49
Lin Yu-Ling,Lin,lin-yu-ling,no-pic,2.258,81,real estate,Real Estate,M,Taiwan,1516704901086,5814.246,334,334,397,395,Lin Zhijun,Lin,lin-zhijun,no-pic,1070,42,medical devices,Healthcare,M,49
Hui Wing Mau,Hui,hui-wing-mau,hui-wing-mau,467.516,67,real estate,Real Estate,M,Hong Kong,1516704901086,9670.888,179,179,22,22,Hui Wing Mau,Hui,hui-wing-mau,hui-wing-mau,7200,67,real estate,Real Estate,M,100
David Sun,Sun,david-sun,david-sun,0,66,computer hardware,Technology,M,United States,1516704901086,7022.324,262,262,14,14,Sun Hongbin,Sun,sun-hongbin,sun-hongbin,10400,55,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/5a0b1f5931358e542c053e93/416x416.jpg?background=000000&cropX1=372&cropX2=2484&cropY1=5&cropY2=2115,49
David Sun,Sun,david-sun,david-sun,0,66,computer hardware,Technology,M,United States,1516704901086,7022.324,262,262,23,23,Sun Piaoyang,Sun,sun-piaoyang,sun-piaoyang,7100,59,pharmaceuticals,Healthcare,M,49
David Sun,Sun,david-sun,david-sun,0,66,computer hardware,Technology,M,United States,1516704901086,7022.324,262,262,74,73,Sun Guangxin,Sun,sun-guangxin,sun-guangxin,3600,55,diversified,Diversified,M,//specials-images.forbesimg.com/imageserve/589db0c14bbe6f0e55867045/416x416.jpg?background=000000&cropX1=92&cropX2=673&cropY1=55&cropY2=637,49
David Sun,Sun,david-sun,david-sun,0,66,computer hardware,Technology,M,United States,1516704901086,7022.324,262,262,173,172,Sun Qinghuan,Sun,sun-qinghuan,no-pic,1870,44,lighting,Technology,M,49
David Sun,Sun,david-sun,david-sun,0,66,computer hardware,Technology,M,United States,1516704901086,7022.324,262,262,226,225,Sun Shoukuan,Sun,sun-shoukuan,sun-shoukuan,1610,68,metals. coal,Manufacturing,M,49
